"年月日","時刻","天","車番","仕入先コード","仕入先名","支払先コード","支払先名","商品コード","品　　名","運送店コード","運送店名","正味重量","調整重量","数量","単位","単　価","金　額","税抜額","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","予備","引物金額","取引区分（コード）","取引区分","払区（コード）","払区","デ区（コード）","デ区","データ識別（コード）","データ識別","締日更新フラグ","月次更新フラグ","支払明細書発行フラグ","オンライン送信済フラグ","伝票No.","支払伝票No.","ルート伝票No.","手入力フラグ","継続伝票区分","継続伝票発行区分","ユーザID","ユーザ名","担当","担当名","ﾔｰﾄﾞｺｰﾄﾞ","ヤード名","計量重量","運転者名","自社他社区分","商品分類コード","かご数量","支払運賃単価","支払運賃金額","備考","仮払い金額","売上伝票No.","支払運賃伝票No.","集計区分1（仕入）","グループ名称1（仕入）","集計区分2（仕入）","グループ名称2（仕入）","集計区分3（仕入）","グループ名称3（仕入）","集計区分4（仕入）","グループ名称4（仕入）","集計区分5（仕入）","グループ名称5（仕入）","集計区分6（仕入）","グループ名称6（仕入）","集計区分7（仕入）","グループ名称7（仕入）","集計区分8（仕入）","グループ名称8（仕入）","集計区分9（仕入）","グループ名称9（仕入）","集計区分10（仕入）","グループ名称10（仕入）","得意先コード","得意先名","請求先コード","請求先名","運送店コード(売上)","運送店名(売上)","運転者名","出荷日付","売上日付","伝票番号(売上)","明細行番号","車番(売上)","取引区分(売上)","取引区分名称(売上)","入金区分","入金区分名称","データ区分","データ区分名称(売上)","商品コード(売上)","商品名(売上)","商品分類コード","本数","正味重量(売上)","かご引","ﾀﾞｽﾄ引","水引","不明差異","返品引","出荷時正味重量","単価(売上)","単価種別","売上運賃単価","売上金額","売上税抜額","支払運賃単価","支払運賃金額","備考","消費税課税対象区分","消費税額","消費税課税対象額","データ識別","データ識別名称","集計区分1（売上）","グループ名称1（売上）","集計区分2（売上）","グループ名称2（売上）","集計区分3（売上）","グループ名称3（売上）","集計区分4（売上）","グループ名称4（売上）","集計区分5（売上）","グループ名称5（売上）","集計区分6（売上）","グループ名称6（売上）","集計区分7（売上）","グループ名称7（売上）","集計区分8（売上）","グループ名称8（売上）","集計区分9（売上）","グループ名称9（売上）","集計区分10（売上）","グループ名称10（売上）"
"2026/06/09","16:50","","2025","1709031","ﾁｸﾌﾞP上依知事業所(ﾎﾟｼﾞﾃｨﾌﾞ)","1709000","(合)ポジティブ","4128","ストレッチフィルム","0000000","","10","0","0","kg","2.00","20","20","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083664","000000008","270009171","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","16:50","","2025","1709031","ﾁｸﾌﾞP上依知事業所(ﾎﾟｼﾞﾃｨﾌﾞ)","1709000","(合)ポジティブ","1000","段ボールバラ","0000000","","40","0","0","kg","11.00","440","440","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083664","000000008","270009171","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","40","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","16:50","","2025","1709032","ﾁｸﾌﾞP上溝事業所(ﾎﾟｼﾞﾃｨﾌﾞ)","1709000","(合)ポジティブ","4128","ストレッチフィルム","0000000","","10","0","0","kg","2.00","20","20","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083665","000000009","270009171","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","16:50","","2025","1709032","ﾁｸﾌﾞP上溝事業所(ﾎﾟｼﾞﾃｨﾌﾞ)","1709000","(合)ポジティブ","1000","段ボールバラ","0000000","","2,700","0","0","kg","11.00","29700","29700","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083665","000000009","270009171","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","2,700","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:10","","5122","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","1970","雑古紙","0000000","","20","0","0","kg","5.50","110","110","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083666","000000006","270009172","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","20","","自社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:10","","5122","1161004","ＥＳＰＯＴ（ﾊﾞｯｸﾔｰﾄﾞ）(田丸)","1161000","㈱田丸","1000","段ボールバラ","0000000","","50","0","0","kg","9.00","450","450","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083667","000000007","270009172","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","50","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:10","","5122","1124000","高山 藤沢センター","1124000","高山 藤沢センター","4143","PPバンド","0000000","","10","0","0","kg","1.00","10","10","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083668","000000008","270009172","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:10","","5122","1124000","高山 藤沢センター","1124000","高山 藤沢センター","1000","段ボールバラ","0000000","","1,420","0","0","kg","8.00","11360","11360","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083668","000000008","270009172","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,420","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:11","","2267","0557006","㈱ｽﾄﾘｯｸｽｺﾝｻﾙﾃｨﾝｸﾞ(共栄商社)","0557000","㈱共栄商社","1000","段ボールバラ","0000000","","330","0","0","kg","7.00","2310","2310","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083669","000000008","270009173","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","330","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:11","","2267","0621002","ﾀｷﾛﾝｼｰｱｲ㈱(ｸﾘｰﾝｻｰﾋﾞｽ)","0621000","㈱クリーンサービス","1000","段ボールバラ","0000000","","1,520","0","0","kg","4.00","6080","6080","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083670","000000009","270009173","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,520","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:12","","2618","1801607","㈱不二家平塚工場（丸紅FR）","1801600","丸紅ﾌｫﾚｽﾄﾘﾝｸｽ㈱","1971","雑がみ","0000000","","100","0","0","kg","3.00","300","300","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083671","000000011","270009174","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","100","","自社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:12","","2618","1801607","㈱不二家平塚工場（丸紅FR）","1801600","丸紅ﾌｫﾚｽﾄﾘﾝｸｽ㈱","1000","段ボールバラ","0000000","","500","0","0","kg","6.50","3250","3250","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083671","000000011","270009174","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","500","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:12","","2618","1205151","㈱マルナカ（ＤＳＰ）","1205000","㈱ＤＳＰ","1000","段ボールバラ","0000000","","30","0","0","kg","7.00","210","210","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083672","000000012","270009174","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","自社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","17:12","","2618","0383251","大創産業 神奈川RDC（大本）","0383000","大本紙料㈱","4128","ストレッチフィルム","0000000","","10","0","0","kg","2.00","20","20","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","4","ルート回収","未更新","未更新","未発行","未送信","270083673","000000013","270009174","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","10","","自社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","18:40","晴","0003","0106000","アンビエンテ","0106000","アンビエンテ","1000","段ボールバラ","0000000","","200","0","0","kg","10.00","2000","2000","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083678","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","200","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00001","現金小切手","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","18:40","晴","6902","1161003","ＥＳＰＯＴ（ﾎﾟｲﾝﾄ）(田丸)","1161000","㈱田丸","1970","雑古紙","1000010","アンビエンテ","560","0","0","kg","5.50","3080","3080","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083679","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","560","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","21:18","晴","2618","1161007","ﾏｯｸｽﾊﾞﾘｭ秦野渋沢店(田丸)","1161000","㈱田丸","4114","ペットボトル","1100000","鏡紙業","40","0","0","kg","0.00","0","0","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083676","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","40","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","21:18","晴","2618","1161007","ﾏｯｸｽﾊﾞﾘｭ秦野渋沢店(田丸)","1161000","㈱田丸","1970","雑古紙","1100000","鏡紙業","300","0","0","kg","5.50","1650","1650","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083676","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","300","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/09","21:54","晴","2154","2000050","㈲北湘ｳﾞｨｰｸﾙ","2000050","㈲北湘ｳﾞｨｰｸﾙ","1000","段ボールバラ","0000000","","250","0","0","kg","14.50","3625","3625","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083677","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","250","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","08:59","晴","0528","0584000","㈲旭満","0584000","㈲旭満","1200","雑誌バラ","0000000","","200","0","0","kg","12.00","2400","2400","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083674","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","200","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","08:59","晴","0528","0584000","㈲旭満","0584000","㈲旭満","1000","段ボールバラ","0000000","","430","0","0","kg","14.00","6020","6020","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083674","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","430","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:02","晴","5134","0033000","㈱アオイ","0033000","㈱アオイ","1000","段ボールバラ","0000000","","1,040","0","0","kg","12.00","12480","12480","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083675","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,040","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","8994","0083050","㈱神奈中商事","0083050","㈱神奈中商事","1000","段ボールバラ","0000000","","820","0","0","kg","15.00","12300","12300","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083680","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","820","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","2222","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1000","段ボールバラ","1700021","㈱Ｕ－ＮＥＴ(自社)","280","0","0","kg","2.00","560","560","120","0","0","0","0","0","240.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083733","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","400","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","2222","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1705","ワンプ","1700021","㈱Ｕ－ＮＥＴ(自社)","120","0","0","kg","1.00","120","120","60","0","0","0","0","0","60.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083733","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","180","","他社","1700","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","2222","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1927","窓付廃紙","1700021","㈱Ｕ－ＮＥＴ(自社)","1,010","0","0","kg","1.00","1010","1010","490","0","0","0","0","0","490.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083733","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,500","","他社","1900","1","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","2222","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1975","糊付廃紙","1700021","㈱Ｕ－ＮＥＴ(自社)","310","0","0","kg","1.00","310","310","120","0","0","0","0","0","120.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083733","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","430","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","2222","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1954","紙管　80本","1700021","㈱Ｕ－ＮＥＴ(自社)","190","0","0","kg","0.00","0","0","60","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083733","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","250","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","2222","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1302","上白","1700021","㈱Ｕ－ＮＥＴ(自社)","110","0","0","kg","18.00","1980","1980","60","0","0","0","0","0","1080.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083733","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","170","","他社","1300","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","09:40","晴","2222","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1627","ケント","1700021","㈱Ｕ－ＮＥＴ(自社)","620","0","0","kg","5.00","3100","3100","240","0","0","0","0","0","1200.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083733","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","860","","他社","1600","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:18","晴","2154","1709081","㈱ＡＬＦＥＳ(ポジティブ)","1709000","(合)ポジティブ","1000","段ボールバラ","1500070","㈲北湘ｳﾞｨｰｸﾞﾙ","200","0","0","kg","7.00","1400","1400","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083681","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","200","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:19","晴","2154","1033000","㈱セクメット","1033000","㈱セクメット","1000","段ボールバラ","0000000","","400","0","0","kg","14.50","5800","5800","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083682","000000000","000000000","手入力","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","400","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:20","晴","2154","2000050","㈲北湘ｳﾞｨｰｸﾙ","2000050","㈲北湘ｳﾞｨｰｸﾙ","1000","段ボールバラ","0000000","","380","0","0","kg","14.50","5510","5510","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083683","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","380","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","00004","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:33","晴","1443","0077000","厚木市資源再生ｾﾝﾀｰ北藤商店","0077000","厚木市資源再生ｾﾝﾀｰ北藤商店","1000","段ボールバラ","0000000","","660","0","0","kg","7.00","4620","4620","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083684","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","660","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:53","晴","0110","1149000","㈲タチオカ商会","1149000","㈲タチオカ商会","1000","段ボールバラ","0000000","","1,060","0","0","kg","14.50","15370","15370","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083685","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","1,060","","他社","1000","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:56","","0000","1950000","㈱山櫻八王子の森工場","1950000","㈱山櫻八王子の森工場","1945","紙管(本)","0000000","","80","0","0","本","1.00","80","80","0","0","0","0","0","0","0.00","1","引取","1","買掛","0","仕入","1","仕入入力","未更新","未更新","未発行","未送信","270084031","000000000","000000000","手入力","通常","未発行","1","全社","0000","","27","厚木事業所","80","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:59","晴","0989","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","1100","新聞バラ","0000000","","60","0","0","kg","6.00","360","360","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083686","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","60","","他社","1100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:59","晴","0989","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","1957","紙パック","0000000","","30","0","0","kg","4.00","120","120","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083686","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","30","","他社","1900","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:59","晴","0989","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","1200","雑誌バラ","0000000","","180","0","0","kg","3.00","540","540","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083686","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","180","","他社","1200","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026/06/10","10:59","晴","0989","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","0080000","厚木市資源再生ｾﾝﾀｰﾏﾙﾌｼﾞ","4134","布類","0000000","","270","0","0","kg","0.50","135","135","0","0","0","0","0","0","0.00","0","持込","1","買掛","0","仕入","0","窓口","未更新","未更新","未発行","未送信","270083686","000000000","000000000","計量器","通常","未発行","27","厚木事業所","0000","","27","厚木事業所","270","","他社","4100","0","0.00","0","","0","000000000","000000000","","","","","","","","","","","","","","","","","","","00002","振込","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
